,S118,S121,S126,S127,S137,S141,S143,S146,S153,S155,S158,S187,S193,S194,S195,S198,S205,S224,S225,S231,S235,S244,S248,S258,S263,S264,S268,S269,S286,S288,S297,S334,S344,S353,S365,S370,S378,S380,S381,S389,S398,S421,S422,S424,S434,S436,S439,S446,S451,S456,S458,S462,S463,S468,S470,S475,S476,S478,S479,S483,S484,S495,S497,S517,S524,S526,S529,S53,S530,S536,S543,S550,S551,S552,S561,S563,S577,S58,S584,S587,S589,S59,S591,S598,S602,S604,S614,S617,S618,S628,S643,S655,S77,S80,S88,S92
s__Lactobacillus_fermentum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3366,0,0,0,0,0,0,0,0,0,0,0,0,0,831861,0,0,0,0,0,0,0,16393,0,0,7663,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,0,0,0,0,0,0,0,69810,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_plantarum,0,0,0,0,0,0,0,0,0,33234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,0,0,0,0,0,1825,0,0,0,0,0,0,0,5432,0,0,755125,0,0,0,0,0,88235,0,0,2059,0,0,0,0,0,0,0,21968,36589,0,0,2328,0,0,0,0,0,0,0,0,0,0,15123,0,0,0,0,0,0,0,0,0,24727
s__Enterococcus_gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterococcus_casseliflavus,0,0,0,0,0,0,0,0,0,0,0,10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterococcus_faecalis,0,0,0,1871,0,0,0,12367,0,0,0,0,4041,0,0,0,0,0,0,3186,64052,0,350193,0,0,0,0,0,0,0,0,0,0,0,173908,0,0,0,2461,142335,0,0,13863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,2775149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96891
s__Enterococcus_faecium,0,0,0,0,0,5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19983,0,0,0,0,0,0,0,0,0,0,0,0,0,19664,0,0,0,0,0,0,0,0
s__Enterococcus_hirae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419969
s__Lactococcus_raffinolactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11720,0,0,0,0,15600,565,1785,6482,0,0,0,0,0,0,0,0,0,0,0,0,1784,0,0,0,0,0,0,0,0,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82083,0,0,0,0,4969,0,0,0,5934,0,0,0,0
s__Lactococcus_garvieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactococcus_lactis,0,55899,0,197928,0,110671,381219,0,5843,0,2797,0,4840,0,118515,13136,0,0,0,0,0,755,0,0,0,0,0,37736,0,2268,0,0,0,0,0,0,9483,0,434,0,0,4564,12413,8853,21029,0,0,2282,0,0,0,0,0,0,0,0,0,238,320346,0,0,0,0,0,0,0,3959,0,92488,127,4564,0,115344,0,0,2041,326670,2122,0,0,0,606765,6422,0,0,633,0,0,0,0,0,0,0,0,510,0
s__Streptococcus_mutans,0,414,0,0,0,0,0,0,0,0,0,15292,0,0,0,0,0,0,0,0,0,12007,144596,0,0,0,0,0,0,0,0,0,0,4823,0,0,0,0,0,65804,0,0,483837,0,0,0,8629,0,19016,0,14820,0,0,0,0,0,0,710,402,1187,11321,0,0,5724,1823,13708,755,0,20812,0,17099,64076,0,0,0,4641,0,6408,0,0,24316,0,0,546,0,235469,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_sobrinus,0,3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3577,0,0,0,0,0,0,0,0,0,0,0,34732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_thermophilus,22702,75124,136711,36589,1304,442401,13973,39336,79165,148780,1814,8254,165766,58834,187375,17272,11933,112547,19056,18508,199034,62032,41053,22924,143621,2431,471,22924,7625,5644,10440,6757,6757,15429,753574,15622,11967,227074,3480524,201495,551869,1064237,878428,1814,8980,9475,2665,88520,13373,1305652,30677,17178,428,22224,7237,193212,4083,8615,52900,547855,21968,4802,591175,1153274,13586,0,22480,149421,177010,2665,15583,535,1353657,106751,267,120748,16024,143621,360771,338269,62032,124020,9894,15766,9605,504869,33361,8066,70208,495894,58037,14261,8066,155807,423430,19839
s__Streptococcus_vestibularis,0,35064,0,4361,0,2734,3318,2571,0,0,2083,6795,0,0,5785,0,12730,0,0,0,0,2030,30150,0,0,0,0,2395,10498,2483,22615,0,2676,0,0,4812,0,2390,1195,114525,0,16840,1282440,0,18128,0,11898,6290,7184,0,41500,0,2390,1195,0,11942,0,3792,8095,27102,50949,20574,0,0,2676,67771,5502,0,26355,11062,5896,1221559,2395,0,1197,5646,0,0,0,2210,39381,5129,0,0,4169,925723,3865,0,0,0,0,1825,13991,5584,0,4474
s__Streptococcus_salivarius,3684,62536,30614,69458,1023,24971,120902,38327,230,113697,10809,284412,971,17913,82186,119202,17710,54635,84717,45021,547854,91890,815555,9053,13592,1849,103500,203801,30142,1060,26431,53504,70450,33784,38555,843067,10886,151676,66693,366478,20304,333677,5813076,16548,83983,24068,86962,6886,126904,30548,840370,1173,20085,102652,10501,12409,44117,11281,46764,239406,2994293,69108,128242,231942,75512,215318,33275,14352,196164,36379,15790,89969,165886,3495,22928,49515,10362,146942,41377,19225,192170,51487,51903,2478,26457,4066190,156540,11631,4193,11651,10134,16135,50290,58344,12244,54347
s__Streptococcus_infantarius,0,0,0,0,0,0,0,5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_lutetiensis,0,0,0,0,0,0,0,1361112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_agalactiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_dysgalactiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_anginosus,566,0,0,0,0,0,0,0,844,0,0,3808,0,0,0,0,0,0,0,0,4142,110,106,0,3097,0,0,0,0,0,0,0,4964,0,0,0,0,0,4754,7016,0,4199,10717,0,0,0,0,422,0,0,18317,0,0,28893,0,0,0,0,0,0,6400,0,0,145,445,14524,4694,0,12464,106,58172,2768,0,3555,300,0,0,3652,0,0,0,0,0,0,0,1169,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_intermedius,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,973,0,0,0,0,0,0,0,6030,0,0,0,0,0,0,0,0,0,379,0,0,0,2284,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_constellatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_cristatus,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,0,3435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_oligofermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_sanguinis,411,0,0,1331,0,0,0,0,755,0,0,3632,0,0,2500,2540,6891,0,358,0,0,427,469,0,822,0,1765,5598,0,118,0,0,0,7786,0,213,0,1867,5266,1443,0,4302,1536,822,439,0,236,1433,0,0,131,0,0,413,0,0,0,0,220,3922,16347,0,7161,5384,0,7937,8486,0,5527,310,0,236,0,0,0,0,0,0,0,213,0,4677,0,0,0,65,1647,0,0,0,0,0,0,0,0,0
s__Streptococcus_gordonii,0,392,0,0,0,0,0,0,0,0,0,6772,0,0,0,5787,652,0,858,0,0,0,6999,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0,3293,7269,507,0,4486,0,0,0,3729,0,0,0,0,0,0,0,0,0,241,0,0,0,2970,0,3262,2452,0,2215,0,0,2003,0,0,1095,0,0,4433,1458,0,0,0,0,0,693,0,0,0,19046,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_parasanguinis,2528,114431,6627,51916,7075,1032,4477,24084,30457,37945,1312,223989,7220,2603,26913,54848,34590,4685,21342,3344,16286,7860,379613,3611,3359,24739,18315,31886,24739,2487,15505,5810,94867,2290,2732,590879,5545,30457,43072,40691,3873,111499,1250295,18161,70022,4430,86889,4351,7414,53679,57273,7524,3829,540587,7813,368,34097,439,64920,90092,694993,39062,100165,94410,24025,89411,11627,5502,111523,43039,23088,114968,65074,1351,45497,22741,4533,164,33281,47941,47280,3957,17743,10795,10087,241063,32410,1034,589,26917,20791,11503,30955,46900,7524,4103
s__Streptococcus_australis,0,0,0,2374,0,12405,3701,1748,40690,13469,450,8868,0,2374,1897,909,5001,0,1486,1187,0,2847,0,1897,0,450,679,2362,0,225,0,3067,2174,3143,4305,2627,2987,9619,16489,0,5458,41906,909,0,0,0,1897,2135,0,450,0,0,1897,1617,0,0,450,0,340,8201,24676,0,17460,14425,4127,0,0,0,680,5325,0,0,1897,0,0,454,1641,0,47512,340,909,43976,7367,340,7118,0,23941,0,7187,0,1313,0,0,8980,0,5110
s__Streptococcus_peroris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_infantis,0,1261,0,0,0,584,0,0,0,0,0,3971,0,172,0,0,181,0,0,86,0,0,0,0,0,0,0,933,0,0,0,1331,1278,0,0,1303,0,0,2369,0,0,210,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,4805,0,0,2170,15192,0,4460,1657,3632,10033,0,0,1376,0,0,0,0,0,0,0,0,0,4893,0,0,5851,744,0,0,0,0,0,0,0,0,0,1572,568,0,1762
s__Streptococcus_tigurinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,4892,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,17038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__candidate_division_TM7_single_cell_isolate_TM7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Slackia_piriformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Adlercreutzia_equolifaciens,20973,12146,3014,11799,27450,31806,65623,220450,95147,76953,76816,45167,16344,29082,294248,51040,34751,6922,13635,92527,70132,11791,4014,17687,124521,23023,66921,232471,10628,109108,4077,36124,6922,10127,15520,21822,17076,21967,35072,89338,10878,3316,56756,161452,213162,25392,15178,42173,23500,377340,58208,37807,14829,34874,8139,7800,155425,224713,10155,27285,4449,100320,2115,47781,113498,198034,97496,61021,34259,11791,7914,2007,27306,7687,75179,50945,83774,110772,181786,20145,30519,27594,19504,11202,27306,25547,15178,15539,34401,10628,9965,3877,54881,11876,12186,4542
s__Gordonibacter_pamelaeae,14726,14719,0,0,544,47133,16600,925,856,20302,11391,6239,444,0,35999,1177,7436,0,925,2220,3310,15860,0,13116,20217,856,1670,36476,2905,20187,545,1285,33356,444,4406,11607,1129,856,1598,22798,15454,642,0,6405,35799,907,42015,0,0,3705,2222,0,2055,0,3647,0,49819,24301,6474,889,140,53823,374,140,123361,4664,545,14274,833,10727,8175,5265,70924,0,25504,545,0,18071,11715,241,8055,974,6924,1005,714,2199,1033,4406,2055,374,1531,1285,5793,1177,0,3742
s__Eggerthella_sp_HGA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eggerthella_lenta,0,0,0,0,0,5631,7837,549,202,10542,0,248,0,0,18746,105,782,0,0,1008,249,4863,2659,11028,2339,0,439,0,0,0,0,837,10906,59,120,1529,160,202,487,1007,9872,4954,676,5535,5863,0,101073,101,47006,9442,0,320,0,0,563,52,3929,1655,210,1445,0,36552,0,0,766,299,1210,0,218,27527,0,1329,111823,105,10647,0,0,5280,3486,153,119,0,2857,0,879,25607,7586,0,0,0,0,889,2229,0,0,2247
s__Eggerthella_sp_1_3_56FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67872,0,0,0,163610,0,100531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59207,0,0,0,0,0,0,0,0,0,0,92609,0,0,0,0,0,0,0,0,0,0
s__Coriobacteriaceae_bacterium_phI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_aerofaciens,47510,457029,651230,229932,42621,284853,146244,518305,908009,531435,363517,954559,944626,166327,336720,386595,55870,20424,160154,414762,199114,538216,309069,309923,219761,345958,496305,206107,139409,367484,106377,613048,294356,87807,87103,84685,65253,580713,740235,524136,302139,507249,423271,1422046,299296,1218703,363517,326601,865983,1050502,3126873,213683,974716,617547,132520,79076,1506,1062899,1744071,617145,1458184,2119290,704714,243841,898248,974378,1331391,82725,1246205,3539606,819424,365013,284853,1069551,329684,790190,395875,566885,908416,656343,1472471,128979,378831,971835,916334,289887,693517,363517,206107,134892,221606,111741,128355,332613,382790,360013
s__Collinsella_tanakaei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12001,0,0,0,0,0,0,0,0,196455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_stercoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Atopobium_parvulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,3898,0,882,0,0,0,0,0,0,0,877,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Atopobium_vaginae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Olsenella_uli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,0,0,0,0,0
s__Olsenella_profusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Brevibacterium_massiliense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Rothia_mucilaginosa,648,1599,0,0,0,2166,0,0,782,0,0,9677,0,115,0,0,1359,0,0,0,488,0,17504,0,0,0,0,2360,0,0,0,0,0,1350,0,63741,0,0,0,2858,0,0,4062,3142,0,400,0,57,824,782,0,0,0,48307,0,799,20660,0,4549,0,30962,1005,7969,1694,3198,4352,0,0,711,2920,4620,4565,2305,0,3034,0,57,1599,20816,986,0,795,0,0,0,419016,0,0,0,7176,493,0,6795,0,0,0
s__Rothia_dentocariosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,8757,0,0,0,0,0,0,0,0,0,0,28801,0,0,0,0,0,0,0,1424,0,0,463,0,0,0,0,0,0,8647,0,0,0,0,0,0,0,0,0,0,0,0,0,12574,0,0,0,0,0,0,0,0,0,0
s__Alloscardovia_omnicolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4993,0,12605,0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5033,0,0,1101,0,0,6122,0,5619,0,0,0,0,0,0,0,0,0,2137,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0
s__Parascardovia_denticolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,0,0,0,0,0,0,0,113,0,0,0,0,0,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39475,0,0,0,0,0,0,0,0,0,0
s__Scardovia_wiggsiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,1051,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,0,0,0,0,0,0,0,0,287,0,0,0,0,0,527,0,616,0,0,0,0,0,0,0,0,0,0,0,5617,0,0,0,0,0,0,0,0,0,0
s__Gardnerella_vaginalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17337,0,0,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bifidobacterium_animalis,0,0,0,0,4796,0,0,0,0,0,0,0,54734,0,0,0,0,0,18322,18988,0,0,0,0,0,0,0,0,11916,0,248247,0,0,0,0,0,0,1340,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8773,0,0,0,0,0,0,68466,0,0,0,0,101701,0,0,0,0,0,0,0,0,102060,0,0,34140,0
s__Bifidobacterium_bifidum,4506,0,2339,0,3968,0,412160,0,0,0,0,0,144632,0,0,268541,0,3968,0,9237,0,8910,1063788,0,0,11434,604233,0,147510,0,91654,634459,0,0,710,369447,0,0,0,344519,0,1016626,0,9012,0,0,0,0,6020,0,370718,0,2236563,0,64620,5078,0,3010,0,0,0,0,0,10461,0,0,110496,26991,375762,801676,0,351628,0,0,0,424934,0,0,0,4455,0,10900,0,435838,0,0,0,0,0,0,17082,5078,0,133720,0,0
s__Bifidobacterium_breve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12515,0,0,0,0,0,0,0,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18972,0,0,0,0,0,0,0,0,0
s__Bifidobacterium_longum,63166,328675,1308059,126594,131045,252200,636885,431313,319444,659392,230866,938336,766846,93813,635593,1016205,263415,61033,507208,8200,1050909,102484,424467,295803,135318,343080,533394,231028,209610,266,212330,446917,226576,111741,175961,171443,102204,104553,836789,81789,1263443,871624,134173,226185,135318,4949,586585,173251,1782089,871631,1297436,12350,249912,326798,239338,325866,163052,2874444,251564,272858,128864,250928,589653,175940,262445,318724,181881,44565,408890,1069411,18439,235157,252200,1757677,193152,469760,265887,246486,13697,222150,1272198,156453,60484,804011,1088226,1617414,517473,149719,236153,226185,96391,123299,142518,403995,302819,4739
s__Bifidobacterium_angulatum,0,0,0,0,0,301729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
